DIA,HORA,Agua Planta (Hl),Agua Elaboracion (Hl),Agua Bodega (Hl),Agua Cocina (Hl),Agua Dilucion (Hl),Agua Envasado (Hl),Agua Servicios (Hl),Planta de agua (Hl),Produccion (Hl),Red L1 y L2,FC L1 y L2,FC Lavadora L2,Red L3,FC Lavadora L3,Red Paste L4,FC Barriles
2022-07-01 00:00:00,02:00:00,466,43,43,0,0,26,397,487.7,69,0,0,0,2.5,0,0,0.1
2022-07-01 00:00:00,03:00:00,915,86,86,0,0,52,777,958.4,138,0,0,0,5.1,0,0,0.1
2022-07-01 00:00:00,04:00:00,1364,128,128,0,0,78,1158,1429.2,206,0,0,0,7.7,0,0,0.1
2022-07-01 00:00:00,05:00:01,1986,170,170,0,0,103,1713,2072,273,0,0,0,10.2,0,0,0.1
2022-07-01 00:00:00,06:00:01,2432,213,213,0,0,129,2090,2539.7,342,0,0,0,12.8,0,0,0.1
2022-07-01 00:00:00,07:00:00,2888,256,256,0,0,155,2477,3017.4,411,0,0,0,15.4,0,0,0.1
2022-07-01 00:00:00,08:00:00,3343,299,299,0,0,181,2863,3494.1,480,0,0,0,18,0,0,0.1
2022-07-01 00:00:00,09:00:01,3797,342,342,0,0,206,3249,3968.8,548,0,0,0,20.5,0,0,0.1
2022-07-01 00:00:00,10:00:00,4254,385,385,0,0,232,3637,4447.5,617,0,0,0,23.1,0,0,0.1
2022-07-01 00:00:00,11:00:00,4933,427,427,0,0,257,4249,5147.3,684,0,0,0,25.6,0,0,0.1
2022-07-01 00:00:00,12:00:00,5411,470,470,0,0,328,4613,5692,798,4.5,0,0,28.2,0,0,0.1
2022-07-01 00:00:00,13:00:00,5862,513,513,0,0,354,4995,6164.7,867,4.5,0,0,30.8,0,0,0.1
2022-07-01 00:00:00,14:00:00,6273,556,556,0,0,379,5338,6596.4,935,4.5,0,0,33.3,0,0,0.1
2022-07-01 00:00:00,15:00:00,6707,598,598,0,0,405,5704,7052.2,1003,4.5,0,0,35.9,0,0,0.1
2022-07-01 00:00:00,16:00:00,7394,636,636,0,0,428,6330,7758.4,1064,4.5,0,0,38.2,0,0,0.1
2022-07-01 00:00:00,17:00:00,7789,675,675,0,0,452,6662,8173.5,1127,4.5,0,0,40.6,0,0,0.1
2022-07-01 00:00:00,18:00:00,8231,714,714,0,0,476,7041,8635.6,1190,4.5,0,0,43,0,0,0.1
2022-07-01 00:00:00,19:00:00,8635,752,752,0,0,500,7383,9059.8,1252,4.5,0,0,45.4,0,0,0.1
2022-07-01 00:00:00,20:00:00,9033,791,791,0,0,524,7718,9477.9,1315,4.5,0,0,47.8,0,0,0.1
2022-07-01 00:00:00,21:00:00,9682,828,828,0,0,547,8307,10146.2,1375,4.5,0,0,50.1,0,0,0.1
2022-07-01 00:00:00,22:00:00,10408,900,900,0,0,578,8930,10896,1478,4.5,0,0,53.2,0,0,0.1
2022-07-01 00:00:00,23:00:00,11768,1253,1200,53,0,984,9531,12626.7,2237,4.5,0,0,85.3,0,8.5,0.1
2022-07-01 00:00:00,23:59:00,13604,1649,1596,53,130,1676.1,10278.9,15115.2,3325.1,4.5,0,0,138.6,4.41,20,0.1
2022-07-02 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02 00:00:00,01:00:00,1757,410,410,0,193,810.1,536.9,2526.1,1220.1,0,0,0,57.5,9.81,13.7,0
2022-07-02 00:00:00,02:00:00,3068,829,829,0,383,1452.2,786.8,4437.3,2281.2,0,0,0,98.3,19.52,27.4,0
2022-07-02 00:00:00,03:00:00,4084,1427,1244,183,492,2012.3,644.7,5953.6,3439.3,0,0,0,134.2,26.13,40.9,0
2022-07-02 00:00:00,04:00:00,5748,1991,1662,329,492,2344.3,1412.7,7893.2,4335.3,0,0,0,159.8,32.53,42.1,0
2022-07-02 00:00:00,05:00:00,7312,2447,2079,368,643,2757.4,2107.6,9824.7,5204.4,0,0,0,177.5,41.24,57,0
2022-07-02 00:00:00,06:00:01,8613,3024,2470,554,699,3159.5,2429.5,11470.1,6183.5,0,0,0,193.7,48.95,73.3,0
2022-07-02 00:00:00,07:00:00,10026,3400,2789,611,705,3570.6,3055.4,13256.6,6970.6,0,0,0,210.4,58.26,88.4,0
2022-07-02 00:00:00,08:00:01,11282,3842,3013,829,779,3960.7,3479.3,14858.5,7802.7,0,0,0,228.6,66.77,100.7,0
2022-07-02 00:00:00,09:00:01,12619,4239,3202,1037,779,4368.8,4011.2,16563.9,8607.8,0,0,0,246.2,77.78,112.9,0
2022-07-02 00:00:00,10:00:01,13923,4761,3379,1382,806,4795.9,4366.1,18242.8,9556.9,0,0,0,264.5,87.59,127.5,0
2022-07-02 00:00:00,11:00:00,15110,5375,3549,1826,961,5078.9,4656.1,19651.4,10453.9,0,0,0,280.3,96.49,131.1,0
2022-07-02 00:00:00,12:00:00,16692,6098,3834,2264,1106,5515.1,5078.9,21597.3,11613.1,0,0,0,297.4,108.41,145.7,0
2022-07-02 00:00:00,13:00:00,18181,6930,4233,2697,1248,5872.1,5378.9,23360.1,12802.1,0,0,0,321.7,114.01,151.5,0
2022-07-02 00:00:00,14:00:00,20020,7754,4622,3132,1257,6436.2,5829.8,25680.8,14190.2,0,0,0,344.1,118.92,180.6,0
2022-07-02 00:00:00,15:00:00,21660,8546,4988,3558,1257,6845.2,6268.8,27650.6,15391.2,0,0,0,362,123.22,199.3,0
2022-07-02 00:00:00,16:00:00,23249,9681,5269,4412,1257,7136.2,6431.8,29417.1,16817.2,0,0,0,377.8,126.72,209,0.1
2022-07-02 00:00:00,17:00:00,24826,10503,5512,4991,1257,7442.3,6880.7,31218,17945.3,0,0,0,394.9,131.43,217.8,0.1
2022-07-02 00:00:00,18:00:00,26302,11469,5840,5629,1316,7676.3,7156.7,32831.4,19145.3,0,0,0,412.3,135.83,219.4,0.1
2022-07-02 00:00:00,19:00:00,27923,11889,6074,5815,1380,8119.3,7914.7,34853.4,20008.3,0,0,0,441.2,136.73,233.9,0.1
2022-07-02 00:00:00,20:00:01,29449,12345,6229,6116,1384,8437.4,8666.6,36651.9,20782.4,0,0,0,460.1,140.84,242.7,0.1
2022-07-02 00:00:00,21:00:00,30840,13130,6601,6529,1384,8792.4,8917.6,38319.4,21922.4,0,0,0,480,145.94,253.2,0.1
2022-07-02 00:00:00,22:00:00,32382,13993,6914,7079,1415,9117.5,9271.5,40100.2,23110.5,0,1.3,1.25,496.6,149.05,264.7,0.1
2022-07-02 00:00:00,23:00:00,33882,14439,7180,7259,1478,9441.5,10001.5,41879.6,23880.5,0,6,5.78,514.6,154.15,268.5,0.9
2022-07-02 00:00:00,23:59:00,35542,14951,7633,7318,1657,9792.5,10798.5,43839.4,24743.5,0,9.3,9.04,532.4,157.85,277.5,2.2
2022-07-03 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03 00:00:00,01:00:01,1599,375,375,0,187,411.1,812.9,1972.6,786.1,0,2.1,1.98,18.6,5.61,14.2,0.6
2022-07-03 00:00:00,02:00:00,2906,1277,635,642,368,762.1,866.9,3540.4,2039.1,0,6.1,5.82,39.9,11.41,17.5,1.3
2022-07-03 00:00:00,03:00:00,4443,2024,1171,853,547,1054.1,1364.9,5294.7,3078.1,0,9.2,8.83,57.8,13.21,23.4,1.8
2022-07-03 00:00:00,04:00:01,6019,3091,1644,1447,706,1381.2,1546.8,7091.1,4472.2,0,11.8,11.28,77.7,17.72,28.5,2.4
2022-07-03 00:00:00,05:00:00,7592,3485,1734,1751,869,1722.2,2384.8,8965.7,5207.2,0,15.1,14.51,94.7,22.32,37,3.1
2022-07-03 00:00:00,06:00:00,9258,4181,1895,2286,961,2002.2,3074.8,10842.1,6183.2,0,18.6,17.94,110,24.52,43.4,3.7
2022-07-03 00:00:00,07:00:00,10831,4482,2141,2341,1098,2438.3,3910.7,12821.1,6920.3,0,22,21.22,140.8,26.83,50.1,4.1
2022-07-03 00:00:00,08:00:00,12159,5004,2600,2404,1268,2806.3,4348.7,14464.9,7810.3,0,26.3,25.45,161.9,32.13,55.4,4.9
2022-07-03 00:00:00,09:00:01,13965,5864,2818,3046,1429,3216.4,4884.6,16595,9080.4,0,32.2,31.15,182,36.14,66.2,5.1
2022-07-03 00:00:00,10:00:00,15924,6458,2925,3533,1539,3602.4,5863.6,18880.6,10060.4,0,39.1,37.85,208.1,38.24,69.4,5.4
2022-07-03 00:00:00,11:00:00,18009,7074,3334,3740,1636,4172.4,6762.6,21474,11246.4,0,44.1,42.73,238.4,39.34,80.5,14.9
2022-07-03 00:00:00,12:00:00,19892,8262,3766,4496,1786,4641.4,6988.6,23707.2,12903.4,0,50.5,48.97,267.9,42.34,88.1,15.3
2022-07-03 00:00:00,13:00:00,21994,8954,4101,4853,1889,5220.5,7819.5,26319.1,14174.5,0,54.6,52.96,293.4,47.35,104.7,22
2022-07-03 00:00:00,14:00:00,23802,9500,4233,5267,1964,5842.5,8459.5,28694.5,15342.5,0,58.8,57.04,313.8,52.55,135,24.1
2022-07-03 00:00:00,15:00:01,25556,10274,4420,5854,2118,6211.6,9070.4,30740.2,16485.6,0,64.6,62.75,334.5,57.86,138.2,26
2022-07-03 00:00:00,16:00:00,27274,10914,4831,6083,2289,6540.6,9819.4,32723.2,17454.6,0,70.5,68.44,354.2,62.76,139.5,27.1
2022-07-03 00:00:00,17:00:00,29099,12033,5216,6817,2453,7110.7,9955.3,35006.4,19143.7,0,77.1,74.91,373.1,68.37,164.2,28.3
2022-07-03 00:00:00,18:00:00,30992,12219,5336,6883,2564,7513.7,11259.3,37283.8,19732.7,0,82.8,80.49,392.1,72.97,174,29.5
2022-07-03 00:00:00,19:00:01,33100,13193,5420,7773,2638,7983.7,11923.3,39764.4,21176.7,0,83.6,81.28,420.4,74.37,189.5,30.5
2022-07-03 00:00:00,20:00:01,35095,13847,5575,8272,2638,8382.8,12865.2,42093.1,22229.8,0,87.7,85.22,439.9,79.28,200.7,30.7
2022-07-03 00:00:00,21:00:00,36733,14635,5995,8640,2638,8715.8,13382.2,43985.3,23350.8,0,92,89.33,460.9,85.08,202.5,31.1
2022-07-03 00:00:00,22:00:00,38529,15447,6181,9266,2638,9115.9,13966.1,46100.2,24562.9,0,96,93.29,479.1,89.69,215.4,31.4
2022-07-03 00:00:00,23:00:00,40324,16092,6387,9705,2638,9565.9,14666.1,48280.7,25657.9,0,98.1,95.27,497,92.29,234.2,35
2022-07-03 00:00:00,23:59:00,41950,16924,6525,10399,2652,9814.9,15211.1,50072.5,26738.9,0,101.9,98.93,507.7,92.29,243.9,35.7
2022-07-04 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04 00:00:00,01:00:01,1679,703,120,583,15,345,631,1953.7,1048,0,4.6,4.39,20.5,3.5,5.6,0.3
2022-07-04 00:00:00,02:00:01,2925,1559,495,1064,109,593,773,3362.1,2152,0,9.2,4.57,38,3.7,7.2,1.2
2022-07-04 00:00:00,03:00:00,4679,2506,791,1715,226,956,1217,5384.4,3462,0,9.2,4.57,63.1,3.7,17.9,1.7
2022-07-04 00:00:00,04:00:00,6490,3057,1045,2012,336,1190,2243,7374.3,4247,0,11.3,4.57,78.4,3.7,22.8,2.8
2022-07-04 00:00:00,05:00:00,8273,3977,1352,2625,451,1532,2764,9407.3,5509,0,14.5,4.57,100.9,3.7,30.5,3.6
2022-07-04 00:00:00,06:00:00,10178,4847,1423,3424,538,1878,3453,11571.3,6725,0,17.9,4.57,120,3.7,41.5,4.7
2022-07-04 00:00:00,07:00:00,12100,5510,1610,3900,538,2258,4332,13807,7768,0,21.3,4.57,137.9,3.7,56.9,6
2022-07-04 00:00:00,08:00:00,13876,6151,1772,4379,538,2587,5138,15847.9,8738,0,25.9,4.57,159.3,3.7,61.9,7.9
2022-07-04 00:00:00,09:00:00,15767,6938,1881,5057,616,2925,5904,17998.2,9863,0,30.6,23.32,184.1,3.7,63.2,10.9
2022-07-04 00:00:00,10:00:00,17635,7607,2172,5435,724,3193,6835,20067.3,10800,0,32.2,23.32,204.1,3.7,65,14.3
2022-07-04 00:00:00,11:00:00,19468,8603,2491,6112,833,3819.3,7045.7,22427,12422.3,0,34.3,23.32,220.8,34.43,77.7,14.7
2022-07-04 00:00:00,12:00:00,21235,9479,2763,6716,941,4185.3,7570.7,24472.4,13664.3,0,38.3,23.32,239.5,34.43,89.8,16.5
2022-07-04 00:00:00,13:00:01,22933,10094,3028,7066,1048,4463.3,8375.7,26386.9,14557.3,0,42,23.32,257.7,34.43,93.9,18.3
2022-07-04 00:00:00,14:00:00,24638,11203,3309,7894,1153,4938.5,8496.5,28456.2,16141.5,0,45.2,23.32,275.1,51.95,101.6,20
2022-07-04 00:00:00,15:00:00,26647,12048,3551,8497,1239,5338.5,9260.5,30780.7,17386.5,0,48.7,23.32,293.9,51.95,118.8,20.5
2022-07-04 00:00:00,16:00:00,28451,12652,3820,8832,1320,5765.5,10033.5,32951.3,18417.5,0,52.2,23.32,318.7,51.95,130.8,22.9
2022-07-04 00:00:00,17:00:00,30180,13508,4097,9411,1382,6132.5,10539.5,34961.7,19640.5,0,55.2,23.32,339.8,51.95,141.4,24.9
2022-07-04 00:00:00,18:00:01,32234,14000,4390,9610,1386,6644.6,11589.4,37478.6,20644.6,0,58.7,23.32,354.7,63.16,160.9,27
2022-07-04 00:00:00,19:00:00,34106,14592,4628,9964,1393,7223.6,12290.4,39870.4,21815.6,0,60.1,23.32,389.5,64.86,179.4,28.5
2022-07-04 00:00:00,20:00:01,35967,15124,4714,10410,1435,7788.6,13054.4,42243.2,22912.6,0,64.1,23.32,412.8,64.86,206.4,30.7
2022-07-04 00:00:00,21:00:00,37752,15712,4757,10955,1545,8122.6,13917.4,44303.4,23834.6,0,66.9,23.32,432.2,64.86,215.6,32.7
2022-07-04 00:00:00,22:00:00,39343,16470,5059,11411,1607,8387.6,14485.4,46083.6,24857.6,0,70.9,23.32,445.7,64.86,222.6,34.7
2022-07-04 00:00:00,23:00:01,40490,17426,5505,11921,1613,8635.6,14428.4,47383,26061.6,0,74,23.32,464.5,64.86,224.7,35.5
2022-07-04 00:00:00,23:59:00,42015,17721,5800,11921,1613,8868.6,15425.4,49111.5,26589.6,0,75.9,23.32,480,64.86,228.6,37.5
2022-07-05 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05 00:00:00,01:00:00,1469,473,249,224,73,319,677,1740.7,792,0,2.4,0,19.2,0,7.9,2.4
2022-07-05 00:00:00,02:00:00,3114,1394,680,714,169,910.3,809.7,3884.9,2304.3,0,3.2,0,34.2,28.03,21.3,4.3
2022-07-05 00:00:00,03:00:00,5250,2431,1087,1344,283,1166.3,1652.7,6173.2,3597.3,0,4.2,0,56.3,28.03,23.1,5
2022-07-05 00:00:00,04:00:00,7202,3385,1678,1707,562,1508.3,2308.7,8371.8,4893.3,0,5.8,0,77.3,28.03,32.6,7.1
2022-07-05 00:00:00,05:00:00,8952,4339,2193,2146,848,1755.3,2857.7,10273.4,6094.3,0,7.8,0,94.8,28.03,35.6,9.3
2022-07-05 00:00:00,06:00:00,10743,5134,2477,2657,1107,2058.3,3550.7,12287.9,7192.3,0,11.2,0,109.6,28.03,46.2,10.8
2022-07-05 00:00:00,07:00:00,12669,5822,2921,2901,1337,2512.3,4334.7,14599.1,8334.3,0,14.4,0,128.5,28.03,67.5,12.8
2022-07-05 00:00:00,08:00:00,14453,6959,3365,3594,1578,2893.3,4600.7,16650.4,9852.3,0,18.3,0,145.8,28.03,79,18.2
2022-07-05 00:00:00,09:00:00,16277,7432,3838,3594,1792,3214.3,5630.7,18748.1,10646.3,0,21.8,0,163.8,28.03,86.8,21
2022-07-05 00:00:00,10:00:00,18294,8547,4244,4303,1932,3806.3,5940.7,21245.6,12353.3,0,25.5,0,188.4,28.03,116.4,22.3
2022-07-05 00:00:00,11:00:00,20115,9054,4494,4560,2068,4175.3,6885.7,23384.9,13229.3,0,28.2,0,209.5,28.03,127.2,24.6
2022-07-05 00:00:00,12:00:00,21945,9690,4674,5016,2192,4486.3,7768.7,25462.3,14176.3,0,30.1,0,232,28.03,131.4,27.1
2022-07-05 00:00:00,13:00:00,23856,10359,5115,5244,2289,4842.3,8654.7,27662.4,15201.3,0,34,0,252.2,28.03,140.3,29.7
2022-07-05 00:00:00,14:00:00,25732,11366,5553,5813,2350,5227.3,9138.7,29822.7,16593.3,0,37.7,0,271.4,28.03,152.7,32.9
2022-07-05 00:00:00,15:00:00,27849,12075,5684,6391,2461,5626.3,10147.7,32267.8,17701.3,0,40.1,0,297,28.03,162.9,34.6
2022-07-05 00:00:00,16:00:00,29866,12648,6069,6579,2572,6077.3,11140.7,34678.5,18725.3,0,43.8,0,330.5,28.03,169.1,36.3
2022-07-05 00:00:00,17:00:00,31881,13609,6437,7172,2737,6499.3,11772.7,37019.4,20108.3,0,47.1,0,360.9,28.03,175.8,38.1
2022-07-05 00:00:00,18:00:00,33370,14416,6777,7639,3008,6912.3,12041.7,38840.7,21328.3,0,49.7,0,387.6,28.03,186.2,39.7
2022-07-05 00:00:00,19:00:00,34707,15275,7196,8079,3278,7378.3,12053.7,40557.8,22653.3,0,50.8,0,419.4,28.03,196.9,42.7
2022-07-05 00:00:00,20:00:00,36609,16018,7719,8299,3547,7704.3,12886.7,42711.5,23722.3,0,53.5,0,438.8,28.03,204.2,45.9
2022-07-05 00:00:00,21:00:00,38924,17217,8219,8998,3793,8035.3,13671.7,45237.6,25252.3,0,56.8,0,454.7,28.03,214.9,49.1
2022-07-05 00:00:00,22:00:01,40583,18211,8696,9515,3932,8324.3,14047.7,47086.2,26535.3,0,59.5,0,468.1,28.03,225.3,51.5
2022-07-05 00:00:00,23:00:00,42772,18588,8792,9796,3932,9249.9,14934.1,50163.1,27837.9,0,61.8,0,489.1,87.59,233.3,53.2
2022-07-05 00:00:00,23:59:00,44097,19456,8901,10555,3932,9486.9,15154.1,51638.3,28942.9,0,64.6,0,501.9,87.59,239.4,55.2
2022-07-06 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06 00:00:00,01:00:00,1528,276,73,203,0,202,1050,1702.4,478,0,1.4,0,15.9,0,1.3,1.6
2022-07-06 00:00:00,02:00:00,3154,1003,178,825,0,532,1619,3585.7,1535,0,5.1,0,33.9,0,11.2,3
2022-07-06 00:00:00,03:00:00,4403,1591,300,1291,0,753,2059,4996.9,2344,0,6.2,0,51.9,0,12.5,4.7
2022-07-06 00:00:00,04:00:00,6111,2058,414,1644,100,1048,3005,6953.2,3106,0,9.6,0,74.3,0,14,6.9
2022-07-06 00:00:00,05:00:00,7843,3246,908,2338,256,1510,3087,9028.4,4756,0,12.6,0,106.5,0,22,9.9
2022-07-06 00:00:00,06:00:00,9737,4116,1396,2720,507,1860,3761,11185.4,5976,0,15.2,0,134.6,0,23.2,13
2022-07-06 00:00:00,07:00:00,11712,4931,1888,3043,828,2216,4565,13434.9,7147,0,18.7,0,163.8,0,25.1,14
2022-07-06 00:00:00,08:00:01,13519,5864,2346,3518,1140,2486,5169,15418.6,8350,0,21.7,0,184.1,0,27.2,15.6
2022-07-06 00:00:00,09:00:00,15513,6845,2859,3986,1458,2776,5892,17604.5,9621,0,24.7,0,203.6,0,32.1,17.2
2022-07-06 00:00:00,10:00:00,17103,7432,3394,4038,1773,3077,6594,19436.8,10509,1.5,26.5,0,221.9,0,38.6,19.2
2022-07-06 00:00:00,11:00:00,18983,8633,3847,4786,2080,3307,7043,21426.7,11940,1.5,29.7,0,232.8,0,46.4,20.3
2022-07-06 00:00:00,12:00:00,21530,9559,4338,5221,2280,3632,8339,24206.1,13191,1.5,33,0,248.7,0,59,21
2022-07-06 00:00:00,13:00:00,23746,10426,4741,5685,2466,3936,9384,26639.4,14362,1.5,36.4,0,267.4,0,66.5,21.8
2022-07-06 00:00:00,14:00:00,25801,11456,5075,6381,2651,4231,10114,28886.4,15687,1.5,39.3,0,279.7,0,79.9,22.7
2022-07-06 00:00:00,15:00:00,27503,12453,5465,6988,2836,4490,10560,30747.7,16943,1.5,42.2,0,295.7,0,86.1,23.5
2022-07-06 00:00:00,16:00:00,29019,12803,5559,7244,3021,4761,11455,32499.7,17564,1.5,45.6,0,312.1,0,92.5,24.4
2022-07-06 00:00:00,17:00:01,30533,13726,5973,7753,3206,4997,11810,34157.4,18723,1.5,49.5,0,329.9,0,93.7,25.1
2022-07-06 00:00:00,18:00:00,32540,14511,6448,8063,3460,5373,12656,36461.9,19884,1.5,52.8,0,350.1,0,107,25.9
2022-07-06 00:00:00,19:00:01,34369,15609,6939,8670,3799,5700,13060,38508.1,21309,1.5,54.1,0,369,0,118.4,27
2022-07-06 00:00:00,20:00:00,36250,16287,7209,9078,4111,5986,13977,40607.3,22273,1.5,58.2,0,382.2,0,128.4,28.3
2022-07-06 00:00:00,21:00:01,38200,17210,7698,9512,4420,6363,14627,42842,23573,1.5,61.6,0,401.2,0,140.9,31.1
2022-07-06 00:00:00,22:00:00,40360,18294,8267,10027,4575,6862,15204,45392.6,25156,10.4,65.1,0,423.5,0,153.9,33.3
2022-07-06 00:00:00,23:00:00,42418,19074,8672,10402,4715,7512,15832,48022.6,26586,42.6,67.4,0,437.9,0,168.4,34.9
2022-07-06 00:00:00,23:59:00,44097,19661,8846,10815,4806,7961,16475,50091.9,27622,42.6,77.6,0,452.4,0,186.5,37
2022-07-07 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-07 00:00:00,01:00:01,1972,562,136,426,205,391,1019,2306.8,953,0,5.2,0,15.1,0,17,1.8
2022-07-07 00:00:00,02:00:00,3657,1559,518,1041,469,629,1469,4130.1,2188,0,10.4,0,30.1,0,18.8,3.6
2022-07-07 00:00:00,03:00:00,5429,2301,1091,1210,680,912,2216,6110.9,3213,0,12.6,0,45,0,28.6,5
2022-07-07 00:00:00,04:00:00,7912,3339,1470,1869,733,1457,3116,9035.1,4796,0,17.6,0,72.8,0,47.9,7.4
2022-07-07 00:00:00,05:00:00,9969,3768,1674,2094,733,1934,4267,11526.2,5702,1.5,20.7,0,101.1,0,60.8,9.3
2022-07-07 00:00:00,06:00:00,11664,4539,1839,2700,733,2364,4761,13574.1,6903,24.8,24.4,0,113.9,0,62.6,10.7
2022-07-07 00:00:00,07:00:00,13103,4703,2002,2701,733,3002,5398,15634.7,7705,52.7,24.4,0,127.8,0,81.2,14.1
2022-07-07 00:00:00,08:00:00,14705,5574,2124,3450,733,3627,5504,17774.6,9201,84.2,24.4,0,142.2,0,95.6,16.3
2022-07-07 00:00:00,09:00:00,16376,6093,2388,3705,842,4264,6019,20030.7,10357,118.9,24.4,0,156.7,0,108.8,17.6
2022-07-07 00:00:00,10:00:00,18237,6971,2698,4273,1002,4494,6772,22033.9,11465,119.1,24.6,0,166.7,0,120.2,18.8
2022-07-07 00:00:00,11:00:00,19866,7342,3069,4273,1163,4935,7589,24066.8,12277,119.1,28.8,0,182.9,0,142.7,20
2022-07-07 00:00:00,12:00:00,21561,7686,3227,4459,1323,5283,8592,26075.4,12969,119.1,31.6,0,200.4,0,155.7,21.5
2022-07-07 00:00:00,13:00:00,23225,8453,3553,4900,1480,5698,9074,28077.7,14151,119.1,36.3,0,219.8,0,171.4,23.2
2022-07-07 00:00:00,14:00:00,25356,9306,3897,5409,1636,6097,9953,30522.4,15403,119.1,39.6,0,236.7,0,189.7,24.6
2022-07-07 00:00:00,15:00:00,27194,10049,4181,5868,1793,6351,10794,32540.1,16400,119.1,43.4,0,255.1,0,192,25.5
2022-07-07 00:00:00,16:00:00,28468,10693,4499,6194,1949,6536,11239,33934.7,17229,119.1,43.6,0,271.1,0,193.4,26.4
2022-07-07 00:00:00,17:00:00,30340,11262,4781,6481,2105,6864,12214,36077.8,18126,119.1,43.6,0,290.1,0,206.3,27.3
2022-07-07 00:00:00,18:00:01,31980,11990,5010,6980,2209,7242,12748,38023,19232,135.7,43.6,0,308.5,0,207.7,28.7
2022-07-07 00:00:00,19:00:00,33518,12284,5216,7068,2209,7867,13367,40156.6,20151,159.2,43.6,0,336.3,0,217.4,30.2
2022-07-07 00:00:00,20:00:00,34955,12402,5334,7068,2223,8568,13985,42282.8,20970,174.9,46.3,0,365.7,0,236.8,33.1
2022-07-07 00:00:00,21:00:00,35979,12578,5509,7069,2351,9271,14130,43992.2,21849,207.1,50.7,0,385.8,0,246.1,37.4
2022-07-07 00:00:00,22:00:00,37306,12943,5816,7127,2479,9804,14559,45815.7,22747,229.4,56.8,0,406.2,0,247.5,40.5
2022-07-07 00:00:00,23:00:00,38832,13452,6266,7186,2603,10454,14926,47940.8,23906,260.7,58.6,0,428.3,0,255.7,42.1
2022-07-07 00:00:00,23:59:00,40217,13877,6691,7186,2753,11156,15184,49985.3,25033,286.7,63.9,0,448.2,0,273,43.8
2022-07-08 00:00:00,00:00:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08 00:00:00,01:00:00,1828,508,397,111,95,792,528,2569.2,1300,23.9,5.6,0,28.1,0,16.5,5.1
2022-07-08 00:00:00,02:00:00,3389,912,801,111,95,1500,977,4797.8,2412,46.5,10.7,0,48.8,0,33.3,10.7
2022-07-08 00:00:00,03:00:00,5234,2009,1197,812,254,2242,983,7275.1,4251,70,12,0,72,0,58.1,12.1
2022-07-08 00:00:00,04:00:00,7225,2886,1707,1179,436,2912,1427,9848.4,5798,74.1,19.5,0,95.9,0,87.8,13.9
2022-07-08 00:00:00,05:00:01,9404,3685,2198,1487,619,3344,2375,12379.5,7029,74.1,25.5,0,112.3,0,107.3,15.2
2022-07-08 00:00:00,06:00:00,11304,4804,2552,2252,793,3662,2838,14485.6,8466,74.1,31.5,0,131.6,0,113.4,15.6
2022-07-08 00:00:00,07:00:01,12919,5071,2745,2326,974,4074,3774,16485.9,9145,74.1,36.4,0,154.3,0,126.6,16
2022-07-08 00:00:00,08:00:00,14553,6160,3174,2986,1155,4521,3872,18458,10681,74.1,39.8,0,177.8,0,144,16.4
2022-07-08 00:00:00,09:00:00,16178,6955,3706,3249,1346,4774,4449,20256.5,11729,74.1,39.8,0,195.4,0,151.7,16.4
2022-07-08 00:00:00,10:00:00,18375,8026,4235,3791,1655,5130,5219,22702.4,13156,85.3,39.8,0,211.3,0,160.2,16.4
2022-07-08 00:00:00,11:00:00,20453,9059,4708,4351,1947,5623,5771,25170.1,14682,85.3,39.8,0,239.4,0,181.4,16.4
2022-07-08 00:00:00,12:00:00,22121,9719,5131,4588,2239,5893,6509,27042.1,15612,85.3,39.8,0,260.3,0,187.5,16.4
2022-07-08 00:00:00,13:00:00,24269,10738,5602,5136,2422,6349,7182,29544.2,17087,85.3,48.9,0,286.2,0,197,17.5
2022-07-08 00:00:00,14:00:00,26444,11809,6050,5759,2623,6638,7997,31901.1,18447,85.3,50.7,0,302.5,0,207.8,17.5
2022-07-08 00:00:00,15:00:00,28114,12429,6414,6015,2833,7015,8670,33886.1,19444,85.3,50.7,0,329.6,0,218.4,17.5
2022-07-08 00:00:00,16:00:00,29904,13403,6776,6627,3050,7353,9148,35916.7,20756,85.3,50.7,0,348.5,0,233.3,17.5
2022-07-08 00:00:00,17:00:01,31798,14561,7187,7374,3269,7613,9624,37954.9,22174,85.3,50.7,0,364.7,0,243.1,17.5
2022-07-08 00:00:00,18:00:01,33359,15035,7522,7513,3489,7853,10471,39708.5,22888,85.3,50.7,0,386.1,0,245.7,17.5
2022-07-08 00:00:00,19:00:00,34753,15441,7843,7598,3699,8231,11081,41439.9,23672,85.3,50.7,0,409.6,0,260,17.5
2022-07-08 00:00:00,20:00:00,35866,16088,7976,8112,3901,8442,11336,42699.2,24530,85.3,50.7,0,429.3,0,261.4,17.5
