DIA,HORA,Aire Producido (M3),Aire Planta (M3),Aire Elaboracion (m3),Aire Envasado (M3),Aire Servicios (M3),Tot Aire Expulsion,Totalizador_Aire_Bodega,Totalizador_Aire_Cocina,Totalizador_Aire_L2,Totalizador_Aire_L3,Totaliador_Aire_L4,Totalizador_Aire_L5
2021-07-02 00:00:00,04:00:00,8513,7024.7,4702.37,2322.33,1488.3,0,3535.97,1166.4,748.47,1053.89,500,19.97
2021-07-02 00:00:00,05:00:00,10641,9094.73,6104.23,2990.5,1546.27,0,4677.32,1426.91,942.06,1387.77,637.43,23.24
2021-07-02 00:00:00,06:00:00,12770,11129.4,7505.84,3623.56,1640.6,0,5827.22,1678.62,1134.74,1697.74,765.1,25.98
2021-07-02 00:00:00,07:00:00,14898,13096.07,8822.76,4273.31,1801.93,0,6895.48,1927.28,1321.52,2030.53,892.61,28.65
2021-07-02 00:00:00,08:00:00,17026,15102.77,10228.75,4874.02,1923.23,0,8049.11,2179.64,1487.25,2340.35,1016.05,30.37
2021-07-02 00:00:00,09:00:00,19155,17095.55,11657.73,5437.82,2059.45,0,9224.97,2432.76,1606.81,2656.82,1141.87,32.32
2021-07-02 00:00:00,10:00:00,21283,18980.15,12980.22,5999.93,2302.85,0,10260.17,2720.05,1705.61,2985.12,1272.5,36.7
2021-07-02 00:00:00,11:00:00,23411,20770.63,14223.66,6546.97,2640.37,0,11209.3,3014.36,1802.21,3300.84,1404.74,39.18
2021-07-02 00:00:00,12:00:00,25540,22545.36,15462.71,7082.65,2994.64,0,12147.01,3315.7,1864.56,3638.72,1536.01,43.36
2021-07-02 00:00:00,13:00:00,27668,24411.72,16801.28,7610.44,3256.28,0,13188.28,3613,1937.91,3956.67,1668.15,47.71
2021-07-02 00:00:00,14:00:00,29796,26111.55,17992.9,8144.25,3658.85,25.6,14066.54,3900.76,2021.64,4277.48,1794.48,50.65
2021-07-02 00:00:00,15:00:00,31924,27943.42,19675.72,8653.3,3594.98,385.6,15083.07,4207.05,2104.43,4574.02,1919.68,55.17
2021-07-02 00:00:00,16:00:00,34053,29710.15,21083.23,9198.12,3771.65,571.2,16003.95,4508.08,2186.42,4906.44,2045.56,59.7
2021-07-02 00:00:00,17:00:00,36181,31380.16,22395.96,9749.8,4035.24,765.6,16831.9,4798.46,2268.43,5242.22,2177.75,61.4
2021-07-02 00:00:00,18:00:00,38309,33030.09,23752.37,10289.72,4266.91,1012,17650.57,5089.8,2351.16,5568.48,2305.8,64.28
2021-07-02 00:00:00,19:00:00,40438,34668.25,24987.78,10838.07,4612.15,1157.6,18465.4,5364.78,2434.15,5903.99,2434.13,65.8
2021-07-02 00:00:00,20:00:01,42566,36471.97,26630.53,11371.04,4564.43,1529.6,19424.37,5676.56,2517.38,6222.99,2561.19,69.48
2021-07-02 00:00:00,21:00:00,44694,38129.51,27800.31,11874,5019.69,1544.8,20276.85,5978.66,2601.98,6512.25,2688.25,71.52
2021-07-02 00:00:00,22:00:00,46822,39832.35,29374.76,12392.79,5054.45,1935.2,21146.29,6293.27,2688.29,6829.93,2799.74,74.83
2021-07-02 00:00:00,23:00:00,48951,41509.94,30558.16,12894.18,5498.66,1942.4,22019.49,6596.27,2774.73,7132.83,2909.5,77.12
2021-07-02 00:00:00,23:59:00,51079,43136.07,32123.37,13338.3,5617.33,2325.6,22892.77,6905,2862.12,7356.39,3040.4,79.39
2021-07-03 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03 00:00:00,01:00:00,2623,1574.53,1281.18,433.35,908.47,140,860.2,280.98,88.47,204.1,136.22,4.56
2021-07-03 00:00:00,02:00:00,5247,3254.22,2695.68,950.54,1600.78,392,1757.39,546.29,175.79,492.97,271.97,9.81
2021-07-03 00:00:00,03:00:00,7870,4952.13,3859.41,1484.72,2525.87,392,2660.07,807.34,263.39,797.7,407.66,15.97
2021-07-03 00:00:00,04:00:00,10493,6783.13,5147.05,2028.08,3317.87,392,3687.82,1067.23,353.02,1119.94,536.21,18.91
2021-07-03 00:00:00,05:00:00,13116,8804.73,6608.88,2587.85,3919.27,392,4883.92,1332.96,443.75,1443.24,678.47,22.39
2021-07-03 00:00:00,06:00:00,15740,10616.92,7866,3142.92,4731.08,392,5860.56,1613.44,534.84,1762.81,820.38,24.89
2021-07-03 00:00:00,07:00:00,18363,12599.34,9344.62,3646.72,5371.66,392,7037.42,1915.2,612.16,2051.3,952.75,30.51
2021-07-03 00:00:00,08:00:00,20986,14641.87,10855.57,4178.3,5952.13,392,8241.79,2221.78,680.06,2375.14,1086.05,37.05
2021-07-03 00:00:00,09:00:00,23609,16866.47,12753.92,4780.55,6074.53,668,9543.92,2542,820.26,2698.55,1216.84,44.9
2021-07-03 00:00:00,10:00:00,26233,19083.53,14540.67,5324.46,6367.87,781.6,10895.78,2863.29,904.75,3019.73,1347.5,52.48
2021-07-03 00:00:00,11:00:00,28856,21250.06,16430.68,5853.78,6571.54,1034.4,12211.66,3184.62,968.49,3348.18,1477.92,59.19
2021-07-03 00:00:00,12:00:00,31479,23315.21,18082.17,6401.84,6994.99,1168.8,13411.92,3501.45,1054.66,3676.82,1603.82,66.54
2021-07-03 00:00:00,13:00:00,34102,25634.61,20238.66,6951.15,6912.19,1555.2,14867.1,3816.36,1149.72,3994.91,1734.68,71.84
2021-07-03 00:00:00,14:00:00,36726,27371.24,21565.78,7448.66,7711.56,1643.2,15795.53,4127.05,1216.47,4295.27,1862.72,74.2
2021-07-03 00:00:00,15:00:00,39349,28218.62,22199.37,7959.25,9190.38,1940,15816.34,4443.03,1277.43,4611.96,1994.03,75.83
2021-07-03 00:00:00,16:00:00,41972,30135.14,23620.2,8462.14,9889.66,1947.2,16923.44,4749.56,1336.84,4917.63,2125.77,81.9
2021-07-03 00:00:00,17:00:00,44595,32276.47,25614.6,8981.87,9998.53,2320,18234.36,5060.24,1394.16,5245.43,2253.14,89.14
2021-07-03 00:00:00,18:00:00,47219,34452.72,27439.64,9511.48,10267.88,2498.4,19559.64,5381.6,1452.19,5579.23,2384.47,95.59
2021-07-03 00:00:00,19:00:00,49842,36402.94,29079.65,10027.29,10735.06,2704,20693.61,5682.04,1510.27,5903.41,2511.11,102.5
2021-07-03 00:00:00,20:00:00,52465,38330.95,30771.6,10555.35,11138.05,2996,21779.09,5996.51,1569.39,6231.54,2645.04,109.38
2021-07-03 00:00:00,21:00:00,55088,40190.36,32221.97,11055.59,11810.44,3087.2,22823.22,6311.55,1631.05,6531.29,2777.89,115.36
2021-07-03 00:00:00,22:00:01,57712,41897.83,33807.14,11563.49,12341.37,3472.8,23703.5,6630.84,1703.34,6830.53,2910.51,119.11
2021-07-03 00:00:00,23:00:00,60335,43655.09,35153.4,12128.09,13053.51,3626.4,24600.88,6926.12,1841.64,7135.69,3026.86,123.9
2021-07-03 00:00:00,23:59:00,62958,45528.85,36637.43,12754.62,13565.95,3863.2,25532.25,7241.98,2020.56,7452,3151.29,130.77
2021-07-04 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04 00:00:00,01:00:00,2893,1879.61,1455.74,675.87,761.39,252,892.47,311.27,220.99,313.79,134.03,7.06
2021-07-04 00:00:00,02:00:00,5786,3896.1,2923.04,1357.86,1505.1,384.8,1903.34,634.9,434.7,641.22,267.36,14.58
2021-07-04 00:00:00,03:00:00,8679,6059.74,4488.58,2074.36,2116.06,503.2,3044.26,941.12,678.06,976.86,397.37,22.07
2021-07-04 00:00:00,04:00:00,11573,8490.8,6479,2850.2,2243.8,838.4,4356.56,1284.04,989.11,1308,526.61,26.48
2021-07-04 00:00:00,05:00:00,14466,10874.27,8450.01,3620.26,2395.73,1196,5652.75,1601.26,1299.49,1633.4,656.29,31.08
2021-07-04 00:00:00,06:00:00,17359,13209.56,10082.84,4384.32,2891.84,1257.6,6893.77,1931.47,1599.28,1959.05,789.65,36.34
2021-07-04 00:00:00,07:00:00,20252,15630.84,11738.65,5244.19,3269.16,1352,8139.14,2247.51,1895.59,2261.67,924.63,162.3
2021-07-04 00:00:00,08:00:00,23145,18118.35,13641.85,6188.5,3314.65,1712,9352.59,2577.26,2233.23,2600.83,1058.9,295.54
2021-07-04 00:00:00,09:00:00,26038,20545.49,15380.32,7089.97,3567.71,1924.8,10548.31,2907.21,2552.81,2921.26,1191.42,424.48
2021-07-04 00:00:00,10:00:00,28931,22786.18,16940.1,7995.68,3995.22,2149.6,11556.46,3234.04,2869.22,3255.36,1318.44,552.66
2021-07-04 00:00:00,11:00:00,31824,24785.84,18526.44,8882.6,4414.96,2623.2,12361.53,3541.71,3177.87,3577.99,1447.15,679.59
2021-07-04 00:00:00,12:00:01,34718,26831.55,19871.82,9785.33,5060.85,2825.6,13198.83,3847.39,3508.14,3897.26,1570.81,809.12
2021-07-04 00:00:00,13:00:00,37611,28886.3,21256.23,10711.67,5643.1,3081.6,14011.58,4163.05,3841.21,4225.78,1698.03,946.65
2021-07-04 00:00:00,14:00:00,40504,30996.34,22470.32,11628.42,6405.26,3102.4,14905.89,4462.03,4179.94,4559.83,1820.92,1067.73
2021-07-04 00:00:00,15:00:00,43397,33527.82,24543.95,12519.87,6333.18,3536,16240.31,4767.64,4514.99,4881.37,1937.92,1185.59
2021-07-04 00:00:00,16:00:00,46290,35794.47,26023.03,13406.64,6860.33,3635.2,17316.62,5071.21,4842.91,5204.82,2067.5,1291.41
2021-07-04 00:00:00,17:00:00,49183,37973.8,27672.58,14287.62,7222.8,3986.4,18304.52,5381.66,5157.86,5505.29,2198.03,1426.44
2021-07-04 00:00:00,18:00:00,52076,39984.14,29161.58,15208.16,7706.26,4385.6,19087.32,5688.66,5485.03,5832.8,2330.47,1559.86
2021-07-04 00:00:00,19:00:00,54969,42098.08,30594.64,16101.04,8273.32,4597.6,20002.14,5994.9,5796.11,6154.13,2456.12,1694.68
2021-07-04 00:00:00,20:00:00,57863,44280.48,32188.28,17000.2,8674.52,4908,20970.27,6310.01,6096.84,6480.92,2588.81,1833.63
2021-07-04 00:00:00,21:00:00,60756,46367.42,33804.77,17907.45,9043.78,5344.8,21842.81,6617.16,6407.63,6806.97,2723,1969.85
2021-07-04 00:00:00,22:00:00,63649,48364.75,35161,18759.75,9728.25,5556,22677.57,6927.43,6692.62,7128.11,2835.37,2103.65
2021-07-04 00:00:00,23:00:00,66542,50307.9,36572.3,19557.2,10412.5,5821.6,23506.14,7244.56,7012.05,7404.14,2930.26,2210.75
2021-07-04 00:00:00,23:59:00,69435,52367.44,38186.2,20443.64,10805.16,6262.4,24355.27,7568.53,7327,7716.01,3047.81,2352.82
2021-07-05 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05 00:00:00,01:00:00,2768,1988.29,1167.78,836.51,763.71,16,834.72,317.06,264.91,303.39,130.65,137.56
2021-07-05 00:00:00,02:00:00,5536,4043.61,2687.16,1658.05,1190.79,301.6,1752.98,632.58,483.88,638.56,262.62,272.99
2021-07-05 00:00:00,03:00:00,8304,6174.47,4221.67,2465.6,1616.73,512.8,2761.06,947.81,710.93,970.7,393.05,390.92
2021-07-05 00:00:00,04:00:00,11072,8198.01,5846.17,3279.84,1945.99,928,3646.01,1272.16,959.14,1274.41,521.24,525.05
2021-07-05 00:00:00,05:00:00,13840,10295.55,7276.61,4187.74,2375.65,1168.8,4527.68,1580.13,1255.06,1612.87,654.88,664.93
2021-07-05 00:00:00,06:00:00,16608,12322.01,8676.9,5028.31,2902.79,1383.2,5389.92,1903.78,1506.95,1940.5,788.05,792.81
2021-07-05 00:00:00,07:00:00,19376,14384.69,9915.14,5852.75,3608.11,1383.2,6313.18,2218.76,1816.33,2198.48,916.17,921.77
2021-07-05 00:00:00,08:00:00,22144,16561.72,11619.07,6675.45,3849.48,1732.8,7345.28,2540.99,2159.4,2408.08,1048.34,1059.63
2021-07-05 00:00:00,09:00:00,24912,18705.22,13015.55,7457.67,4438.78,1768,8379.07,2868.48,2491.78,2587.43,1182.59,1195.87
2021-07-05 00:00:00,10:00:00,27680,20656.46,14583.22,8226.04,4870.74,2152.8,9237.32,3193.1,2833.94,2749.03,1309.89,1333.18
2021-07-05 00:00:00,11:00:00,30448,22561.35,15777.37,8936.78,5733.85,2152.8,10109.57,3515,3167.66,2882.06,1440.29,1446.77
2021-07-05 00:00:00,12:00:00,33216,24764.25,17596.63,9705.22,5914.15,2537.6,11233.1,3825.93,3540.66,3015.18,1571.44,1577.94
2021-07-05 00:00:00,13:00:00,35983,26755.39,18945.79,10452.8,6584.41,2643.2,12154.46,4148.13,3888.47,3162.07,1701.47,1700.79
2021-07-05 00:00:00,14:00:00,38751,28740.95,20425.58,11240.97,7084.45,2925.6,13028.26,4471.72,4228.02,3343.4,1835.81,1833.74
2021-07-05 00:00:00,15:00:00,41519,30724.76,21979.88,12028.88,7510.24,3284,13899.05,4796.83,4606.87,3500.33,1969.06,1952.62
2021-07-05 00:00:00,16:00:00,44287,32693.15,23200.86,12804.29,8281.85,3312,14771.01,5117.85,4975.65,3637.46,2100.45,2090.73
2021-07-05 00:00:00,17:00:00,47055,34838.06,25014.13,13522.33,8518.54,3698.4,15867.23,5448.5,5309.62,3763.81,2230.34,2218.56
2021-07-05 00:00:00,18:00:00,49823,37047.09,26717.74,14236.55,8868.71,3907.2,17043.66,5766.88,5657.97,3888.95,2355.35,2334.28
2021-07-05 00:00:00,19:00:00,52591,38985.92,28105.8,14957.72,9527.48,4077.6,17939.66,6088.54,6019.41,4008.96,2480.14,2449.21
2021-07-05 00:00:00,20:00:00,55359,40934.88,29595.99,15682.89,10080.12,4344,18844.68,6407.31,6387.81,4138.11,2592.56,2564.41
2021-07-05 00:00:00,21:00:00,58127,42932.44,30947.84,16449.4,10729.76,4464.8,19760.4,6722.64,6751.78,4271.8,2722.04,2703.78
2021-07-05 00:00:00,22:00:00,60895,44647.52,32335.94,17163.58,11395.48,4852,20675.36,6808.58,7075.87,4405.26,2852.5,2829.95
2021-07-05 00:00:00,23:00:00,63663,46316.17,33335.91,17834.66,12492.43,4854.4,21595.69,6885.82,7366.83,4518.66,2990.51,2958.66
2021-07-05 00:00:00,23:59:00,66431,48039.29,34624.02,18540.07,13266.91,5124.8,22516.16,6983.06,7711.46,4620,3121.08,3087.53
2021-07-06 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06 00:00:00,01:00:00,2774,1679.75,1147.77,659.18,967.05,127.2,901.93,118.64,239.02,154.63,136.75,128.78
2021-07-06 00:00:00,02:00:00,5548,3477.61,2532.39,1470.02,1545.59,524.8,1762.32,245.27,545.49,394.87,270.26,259.4
2021-07-06 00:00:00,03:00:00,8323,5390.41,3593.58,2321.63,2407.79,524.8,2621.43,447.35,883.19,635.13,405.06,398.25
2021-07-06 00:00:00,04:00:00,11097,7389.85,4921.31,3219.74,2955.95,751.2,3495.18,674.93,1241.31,894.67,543.94,539.82
2021-07-06 00:00:00,05:00:00,13871,9423.11,6299.1,4048.81,3523.09,924.8,4370.45,1003.85,1548.93,1138.22,681.71,679.95
2021-07-06 00:00:00,06:00:00,16645,11523.53,7909.33,4935.8,3799.87,1321.6,5252.61,1335.12,1910.61,1390.69,818.68,815.82
2021-07-06 00:00:00,07:00:00,19419,13570.09,9305.76,5773.93,4339.31,1509.6,6132.73,1663.43,2228.45,1652.8,941.71,950.97
2021-07-06 00:00:00,08:00:00,22194,15662.16,10730.18,6657.58,4806.24,1725.6,7011.99,1992.59,2614.17,1881.51,1071.88,1090.02
2021-07-06 00:00:00,09:00:00,24968,17774.52,12331.55,7526.17,5110.28,2083.2,7924.84,2323.51,2941.01,2149.76,1206.11,1229.29
2021-07-06 00:00:00,10:00:00,27742,20148.39,13893.34,8387.05,5461.61,2132,9117.39,2643.95,3299.09,2446.6,1333.36,1308
2021-07-06 00:00:00,11:00:00,30516,22411.69,15719.92,9165.37,5630.71,2473.6,10273.07,2973.25,3633.4,2755.48,1460.8,1315.69
2021-07-06 00:00:00,12:00:00,33291,24662.5,17242.92,9956.38,6091.7,2536.8,11411.25,3294.87,3988.3,3057.16,1587.58,1323.34
2021-07-06 00:00:00,13:00:00,36065,26905.09,18813.58,10816.31,6435.11,2724.8,12480.7,3608.08,4351,3360.12,1723.23,1381.96
2021-07-06 00:00:00,14:00:00,38839,28863.93,20175.11,11627.22,7036.67,2938.4,13307.49,3929.22,4701.58,3677.77,1858.78,1389.09
2021-07-06 00:00:00,15:00:00,41613,30807.66,21489.01,12436.25,7687.74,3117.6,14121.47,4249.94,5049.71,3996.04,1994.2,1396.3
2021-07-06 00:00:00,16:00:00,44387,32745.52,22851.37,13235.75,8299.88,3341.6,14937.93,4571.84,5398.49,4312.11,2121.8,1403.35
2021-07-06 00:00:00,17:00:00,47162,34653.29,24376.91,14024.38,8760.71,3748,15740.28,4888.63,5747.6,4647.06,2219.97,1409.75
2021-07-06 00:00:00,18:00:00,49936,36574.69,25478.81,14843.88,9613.31,3748,16543.21,5187.6,6108.19,4970.54,2348.5,1416.65
2021-07-06 00:00:00,19:00:00,52710,38532.13,27006.68,15677.45,10025.87,4152,17347.93,5506.75,6468.42,5299.51,2485.02,1424.5
2021-07-06 00:00:00,20:00:00,55484,40417.95,28119.35,16450.6,10914.05,4152,18152.69,5814.66,6773.85,5624.45,2621.1,1431.2
2021-07-06 00:00:00,21:00:00,58258,42373.32,29529.76,17275.56,11452.68,4432,18966.33,6131.43,7130.96,5954.37,2751.37,1438.86
2021-07-06 00:00:00,22:00:00,61033,44269.66,30781.62,18039.24,12212.14,4551.2,19784.74,6445.68,7438.44,6274.49,2880.92,1445.39
2021-07-06 00:00:00,23:00:00,63807,46218.61,31918.77,18851.04,13037.19,4551.2,20610.03,6757.54,7795.5,6601.73,3001.56,1452.25
2021-07-06 00:00:00,23:59:00,66581,48144.36,33471.22,19623.54,13486.24,4950.4,21445.61,7075.21,8106.17,6926.74,3131.9,1458.73
2021-07-07 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07 00:00:00,01:00:00,2516,1982.23,1171.75,827.28,516.97,16.8,832.5,322.45,376.21,310.75,133.05,7.27
2021-07-07 00:00:00,02:00:00,5032,4024.06,2791.89,1637.77,602.34,405.6,1733.36,652.93,739.54,627.62,255.67,14.94
2021-07-07 00:00:00,03:00:00,7548,5959.64,4082.92,2312.72,1152.36,436,2671.61,975.31,973.13,928.78,389.67,21.14
2021-07-07 00:00:00,04:00:00,10064,7853.04,5703.64,2957.4,1402.96,808,3593.33,1302.31,1166.39,1237.38,526.74,26.89
2021-07-07 00:00:00,05:00:00,12580,9658.98,7067.95,3579.03,1933.02,988,4465.58,1614.37,1384.29,1496.76,666.78,31.2
2021-07-07 00:00:00,06:00:00,15096,11489.62,8475.6,4226.82,2393.58,1212.8,5330.55,1932.25,1615.17,1771.1,804.24,36.31
2021-07-07 00:00:00,07:00:00,17612,13337.7,9646.16,4904.34,3061.5,1212.8,6194.55,2238.81,1880.82,2041.91,940.2,41.41
2021-07-07 00:00:00,08:00:00,20128,15207.01,10869.05,5624.36,3634.59,1286.4,7052.86,2529.79,2164.99,2336.23,1076.52,46.62
2021-07-07 00:00:00,09:00:00,22644,17094.48,12354.24,6357.04,3932.72,1616.8,7886.42,2851.02,2438.06,2658.68,1207.58,52.72
2021-07-07 00:00:00,10:00:00,25160,18875.78,13630.84,7091.34,4437.82,1846.4,8702.08,3082.36,2696.86,2996.51,1338.61,59.36
2021-07-07 00:00:00,11:00:00,27676,20711.4,14922.09,7811.71,4942.2,2022.4,9505.66,3394.03,2958.53,3330.62,1457.5,65.06
2021-07-07 00:00:00,12:00:00,30192,22815.64,16291.59,8546.45,5353.96,2022.4,10594.24,3674.95,3229.93,3663.01,1580.49,73.02
2021-07-07 00:00:00,13:00:00,32707,24925.35,18097.27,9254.48,5355.25,2426.4,11685.77,3985.1,3485.22,3980.13,1708.4,80.73
2021-07-07 00:00:00,14:00:00,35223,26784.71,19244.38,9966.73,6011.89,2426.4,12538.8,4279.18,3740.5,4308.59,1830.21,87.43
2021-07-07 00:00:00,15:00:00,37739,28571.23,20751.96,10653.67,6333.37,2834.4,13329.72,4587.84,4002.25,4614.39,1944.2,92.83
2021-07-07 00:00:00,16:00:00,40255,30285.96,21801.46,11318.9,7134.64,2834.4,14128.83,4838.23,4250.44,4901.19,2069.34,97.93
2021-07-07 00:00:00,17:00:00,42771,31993.35,22873.08,11954.67,7943.25,2834.4,14910.75,5127.93,4468.24,5185.88,2199.1,101.45
2021-07-07 00:00:00,18:00:00,45287,33752.58,24296.01,12625.37,8365.62,3168.8,15759.94,5367.27,4682.51,5508.22,2327.21,107.43
2021-07-07 00:00:00,19:00:00,47803,35658.13,25761.09,13265.04,8776.87,3368,16738.1,5654.99,4897.29,5800.25,2454.17,113.33
2021-07-07 00:00:00,20:00:00,50319,37656.2,27310.99,13950.81,9057.2,3605.6,17750.69,5954.7,5111.89,6132.86,2586.21,119.85
2021-07-07 00:00:00,21:00:00,52835,39481.1,28527.56,14639.14,9668.3,3685.6,18581.21,6260.75,5325.36,6470.05,2718.37,125.36
2021-07-07 00:00:00,22:00:00,55351,41210.71,29910.88,15296.63,10143.49,3996.8,19379.05,6535.03,5545.98,6769.13,2851.24,130.28
2021-07-07 00:00:00,23:00:00,57867,43024.96,31322.47,15991.29,10553.24,4288.8,20187.02,6846.65,5777.55,7091.08,2986.84,135.82
2021-07-07 00:00:00,23:59:00,60383,44980.12,32657.69,16701.63,11023.68,4379.2,21138.16,7140.33,6013.35,7425.18,3120.64,142.46
2021-07-08 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08 00:00:00,01:00:00,2570,2203.48,1508.23,695.25,366.52,0,1211.09,297.14,235.94,319.26,132.74,7.31
2021-07-08 00:00:00,02:00:00,5140,4258.19,3194.94,1400.05,545.01,336.8,2261.47,596.67,468.87,650.81,265.39,14.98
2021-07-08 00:00:00,03:00:00,7710,6150.89,4590.32,2097.37,1022.31,536.8,3148.09,905.43,711.73,970.69,392.74,22.21
2021-07-08 00:00:00,04:00:00,10280,8133.32,6085.17,2808.15,1386.68,760,4101.69,1223.48,951.25,1300.38,526.77,29.75
2021-07-08 00:00:00,05:00:00,12849,9993.11,7248.56,3504.55,2095.89,760,4990.26,1498.3,1183.49,1625.18,662.62,33.26
2021-07-08 00:00:00,06:00:00,15419,11850.07,8413.19,4196.88,2808.93,760,5867.17,1786.02,1420.92,1948.36,792.95,34.65
2021-07-08 00:00:00,07:00:00,17989,13775.85,9813.21,4900.24,3275.55,937.6,6810.09,2065.52,1666.96,2269.63,922.77,40.88
2021-07-08 00:00:00,08:00:00,20559,15658.3,11216.05,5585.45,3757.5,1143.2,7701.58,2371.27,1919.51,2561.55,1057.64,46.75
2021-07-08 00:00:00,09:00:00,23129,17555.69,12807.19,6258.9,4062.91,1510.4,8609.31,2687.48,2165.63,2848.27,1191.91,53.09
2021-07-08 00:00:00,10:00:00,25699,19372.97,14000.42,6882.95,4815.63,1510.4,9485,3005.02,2414.59,3095.73,1314.1,58.53
2021-07-08 00:00:00,11:00:00,28269,21157.91,15195.03,7494.08,5579.89,1531.2,10345.48,3318.35,2656.88,3327.33,1446.78,63.09
2021-07-08 00:00:00,12:00:00,30839,22975.43,16755.51,8119.12,5964.37,1899.2,11218.69,3637.62,2904.95,3564.45,1581.1,68.62
2021-07-08 00:00:00,13:00:00,33408,24914.01,18075.31,8737.9,6594.79,1899.2,12223.47,3952.64,3150.49,3800.94,1710.78,75.69
2021-07-08 00:00:00,14:00:00,35978,26911.98,19544.77,9426.41,7006.82,2059.2,13228.06,4257.51,3388.12,4114.26,1841.05,82.98
